"Name","Family","Series","Form Factor","# of CPU Cores","# of Threads","Max. Boost Clock","Base Clock","L2 Cache","L3 Cache","Default TDP","L1 Cache","AMD Configurable TDP (cTDP)","Processor Technology for CPU Cores","Unlocked for Overclocking","CPU Socket","Thermal Solution (PIB)","Recommended Cooler","Thermal Solution (MPK)","Max. Operating Temperature (Tjmax)","Launch Date","*OS Support","PCI Express® Version","System Memory Type","Memory Channels","System Memory Specification","Graphics Model","Graphics Core Count","Graphics Frequency","AMD Ryzen™ AI","Product ID Boxed","Product ID Tray","Product ID MPK","Supported Technologies"
"AMD Ryzen™ 3 2300X","Ryzen","Ryzen 2000 Series","Desktops","4","4","Up to 4 GHz","3.5 GHz","2 MB","8 MB","65W","384 KB","","12nm","Yes","AM4","Not Included","","AMD Wraith Stealth","95°C","9/10/2018","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2933 MT/s","Discrete Graphics Card Required","","","","","YD230XBBM4KAF","YD230XBBAFMPK",""
"AMD Ryzen™ 3 2300U","Ryzen","Ryzen 2000 Series","Laptops , Desktops","4","4","Up to 3.4 GHz","2 GHz","2 MB","4 MB","15W","384 KB","12-25W","14nm","No","FP5","","","","95°C","1/8/2018","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","Radeon™ Vega 6 Graphics","6","1100 MHz","","","YM2300C4T4MFB","","AMD SenseMI Technology , AMD Zen Core Architecture , AMD FreeSync™ Technology , DirectX® 12 Technology"
"AMD Ryzen™ 3 2200U","Ryzen","Ryzen 2000 Series","Laptops , Desktops","2","4","Up to 3.4 GHz","2.5 GHz","1 MB","4 MB","15W","384 KB","12-25W","14nm","No","FP5","","","","95°C","1/8/2018","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","Radeon™ Vega 3 Graphics","3","1100 MHz","","","YM2200C4T2OFB","","AMD SenseMI Technology , AMD Zen Core Architecture , DirectX® 12 Technology"
"AMD Ryzen™ 3 2200GE with Radeon™ Vega 8 Graphics","Ryzen","Ryzen 2000 Series","Desktops","4","4","Up to 3.6 GHz","3.2 GHz","2 MB","4 MB","35W","384 KB","","14nm FinFET","Yes","AM4","Not Included","","AMD Wraith Stealth","95°C","4/19/2018","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x8","DDR4","2","Up to 2933 MT/s","Radeon™ Vega 8 Graphics","8","1100 MHz","","","YD2200C6M4MFB","YD2200C6FBMPK","AMD VR Ready Processors , AMD Ryzen™ Master Utility , DirectX® 12 Technology"
"AMD Ryzen™ 3 2200G with Radeon™ Vega 8 Graphics","Ryzen","Ryzen 2000 Series","Desktops , Boxed Processor","4","4","Up to 3.7 GHz","3.5 GHz","2 MB","4 MB","65W","384 KB","46-65W","14nm FinFET","Yes","AM4","AMD Wraith Stealth","","AMD Wraith Stealth","95°C","2/12/2018","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x8","DDR4","2","Up to 2933 MT/s","Radeon™ Vega 8 Graphics","8","1100 MHz","","YD2200C5FBBOX","YD2200C5M4MFB","YD2200C5FBMPK","AMD Software  Adrenalin Edition , AMD SenseMI Technology , AMD VR Ready Processors , AMD Ryzen™ Master Utility , Enmotus FuzeDrive™ for AMD Ryzen™ , AMD FreeSync™ Technology"
"AMD Ryzen™ Threadripper™ 1950X","Ryzen Threadripper","Ryzen Threadripper 1000 Series","Desktops , Boxed Processor","16","32","Up to 4 GHz","3.4 GHz","8 MB","32 MB","180W","1536 KB","","14nm","Yes","sTR4","Not Included","","","68°C","7/31/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","4","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD195XA8AEWOF","YD195XA8UGAAE","","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3"
"AMD Ryzen™ Threadripper™ 1920X","Ryzen Threadripper","Ryzen Threadripper 1000 Series","Desktops , Boxed Processor","12","24","Up to 4 GHz","3.5 GHz","6 MB","32 MB","180W","1152 KB","","14nm","Yes","sTR4","Not Included","","","68°C","7/31/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","4","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD192XA8AEWOF","YD192XA8UC9AE","","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , AMD Ryzen™ VR-Ready Premium , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3"
"AMD Ryzen™ Threadripper™ 1900X","Ryzen Threadripper","Ryzen Threadripper 1000 Series","Desktops , Boxed Processor","8","16","Up to 4 GHz","3.8 GHz","4 MB","16 MB","180W","768 KB","","14nm","Yes","sTR4","Not Included","","","68°C","8/31/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","4","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD190XA8AEWOF","YD190XA8U8QAE","","AMD SenseMI Technology , AMD Ryzen™ VR-Ready Premium , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 7 PRO 1700X Processor","Ryzen PRO","Ryzen PRO 1000 Series","Desktops","8","16","Up to 3.8 GHz","3.4 GHz","4 MB","16 MB","95W","","","14nm","No","AM4","","","AMD Wraith Spire","95°C","6/29/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","","YD17XBBAM88AE","YD17XBBAAEMPK","AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 7 PRO 1700","Ryzen PRO","Ryzen PRO 1000 Series","Desktops","8","16","Up to 3.7 GHz","3 GHz","4 MB","16 MB","65W","768 KB","","14nm","No","AM4","","","AMD Wraith Spire","95°C","6/29/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","","YD170BBBM88AE","YD170BBBAEMPK","AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 5 PRO 1600","Ryzen PRO","Ryzen PRO 1000 Series","Desktops","6","12","Up to 3.6 GHz","3.2 GHz","3 MB","16 MB","65W","576 KB","","14nm","No","AM4","","","AMD Wraith Spire","95°C","6/29/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","","YD160BBBM6IAE","YD160BBBAEMPK","AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 5 PRO 1500","Ryzen PRO","Ryzen PRO 1000 Series","Desktops","4","8","Up to 3.7 GHz","3.5 GHz","2 MB","16 MB","65W","384 KB","","14nm","No","AM4","","","AMD Wraith Spire","95°C","6/29/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","","YD150BBBM4GAE","YD150BBBAEMPK","AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 3 PRO 1300","Ryzen PRO","Ryzen PRO 1000 Series","Desktops","4","4","Up to 3.7 GHz","3.5 GHz","2 MB","8 MB","65W","384 KB","","14nm","No","AM4","","","AMD Wraith Spire","95°C","6/29/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","","YD130BBBM4KAE","YD130BBBAEMPK","AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 3 PRO 1200","Ryzen PRO","Ryzen PRO 1000 Series","Desktops","4","4","Up to 3.4 GHz","3.1 GHz","2 MB","8 MB","65W","384 KB","","14nm","No","AM4","SR2ni","","AMD Wraith Spire","95°C","6/29/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","","YD120BBBM4KAE","YD120BBBAEMPK","AMD GuardMI Technology , AMD SenseMI Technology , Virtualization , DASH 1.2 , Secure Boot , Trusted Applications , TSM Encryption , AES , AVX2 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 7 1800X","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","8","16","Up to 4 GHz","3.6 GHz","4 MB","16 MB","95W","768 KB","","14nm","Yes","AM4","Not Included","","AMD Wraith Max","95°C","3/2/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD180XBCAEWOF","YD180XBCM88AE","YD180XBCAEMPK","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX , FMA3 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 7 1700X","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","8","16","Up to 3.8 GHz","3.4 GHz","4 MB","16 MB","95W","768 KB","","14nm","Yes","AM4","Not Included","","AMD Wraith Max","95°C","3/2/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD170XBCAEWOF","YD170XBCM88AE","YD170XBCAEMPK","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX , FMA3 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 7 1700 Processor","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","8","16","Up to 3.7 GHz","3 GHz","4 MB","16 MB","65W","768 KB","","14nm","Yes","AM4","Wraith Spire (LED)","","AMD Wraith Spire","95°C","3/2/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD1700BBAEBOX","YD1700BBM88AE","YD1700BBAEMPK","AMD GuardMI Technology , AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , DASH 1.2 , AES , AVX , FMA3 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 5 1600X","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","6","12","Up to 4 GHz","3.6 GHz","3 MB","16 MB","95W","576 KB","","14nm","Yes","AM4","Not Included","","AMD Wraith Max","95°C","4/11/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD160XBCAEWOF","YD160XBCM6IAE","YD160XBCAEMPK","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 5 1600 (AF)","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","6","12","Up to 3.6 GHz","3.2 GHz","3 MB","16 MB","65W","576 KB","","12nm","Yes","AM4","AMD Wraith Stealth","","","95°C","","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD1600BBAFBOX","","","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 5 1600","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","6","12","Up to 3.6 GHz","3.2 GHz","3 MB","16 MB","65W","576 KB","","14nm","Yes","AM4","Wraith Spire (No LED)","","AMD Wraith Spire","95°C","4/11/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD1600BBAEBOX","YD1600BBM6IAE","YD1600BBAEMPK","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 5 1500X","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","4","8","Up to 3.7 GHz","3.5 GHz","2 MB","16 MB","65W","384 KB","","14nm","Yes","AM4","Wraith Spire (No LED)","","AMD Wraith Spire","95°C","4/11/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD150XBBAEBOX","YD150XBBM4GAE","YD150XBBAEMPK","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AES , AVX2 , FMA3 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 5 1400","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","4","8","Up to 3.4 GHz","3.2 GHz","2 MB","8 MB","65W","384 KB","","14nm","Yes","AM4","AMD Wraith Stealth","","AMD Wraith Stealth","95°C","4/11/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD1400BBAEBOX","YD1400BBM4KAE","YD1400BBAEMPK","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Virtualization , Enmotus FuzeDrive™ for AMD Ryzen™ , AVX2 , FMA3 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 3 1300X","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","4","4","Up to 3.7 GHz","3.5 GHz","2 MB","8 MB","65W","384 KB","","14nm","Yes","AM4","AMD Wraith Stealth","","AMD Wraith Stealth","95°C","7/27/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD130XBBAEBOX","YD130XBBM4KAE","YD130XBBAEMPK","AMD SenseMI Technology , AMD Zen Core Architecture , AMD Ryzen™ Master Utility , Enmotus FuzeDrive™ for AMD Ryzen™ , AVX2 , FMA3 , XFR (Extended Frequency Range)"
"AMD Ryzen™ 3 1200","Ryzen","Ryzen 1000 Series","Desktops , Boxed Processor","4","4","Up to 3.4 GHz","3.1 GHz","2 MB","8 MB","65W","384 KB","","14nm","Yes","AM4","AMD Wraith Stealth","","AMD Wraith Stealth","95°C","7/27/2017","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0 x16","DDR4","2","Up to 2667 MT/s","Discrete Graphics Card Required","","","","YD1200BBAEBOX","YD1200BBM4KAE","YD1200BBAEMPK","AMD SenseMI Technology , AMD Zen Core Architecture , AMD VR Ready Processors , Enmotus FuzeDrive™ for AMD Ryzen™ , AVX2 , FMA3 , XFR (Extended Frequency Range)"
"AMD 3020e","AMD","AMD 3000 Series","Laptops , Desktops","2","2","Up to 2.6 GHz","1.2 GHz","1 MB","4 MB","6W","","","14nm","","","","","","","1/6/2020","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","2","Up to 2400 MT/s","AMD Radeon™ Graphics","3","1000 MHz","","","YM3020C7T2OFG​","",""
"AMD 3015e","AMD","AMD 3000 Series","Laptops , Desktops","2","4","Up to 2.3 GHz","1.2 GHz","1 MB","4 MB","6W","","","14nm","No","FT5","","","","105°C","7/6/2020","Windows 11 - 64-Bit Edition , Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","PCIe® 3.0","DDR4","1","Up to 1600 MT/s","AMD Radeon™ Graphics","3","600 MHz","","","AM3015BRP2OFJ","",""
"AMD 3015Ce","AMD","AMD 3000 Series","Laptops , Desktops","2","4","Up to 2.3 GHz","1.2 GHz","1 MB","4 MB","6W","","","14nm","No","FT5","","","","105°C","4/29/2021","ChromeOS","PCIe® 3.0","DDR4","1","Up to 1600 MT/s","Radeon™  Graphics","3","600 MHz","","","AM301CBRP2OFJ","",""
"FX-9590","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 5 GHz","4.7 GHz","8 MB","8 MB","220W","384 KB","","32nm SOI","Yes","AM3+","","","","57°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD9590FHHKWOF","FD9590FHW8KHK","","AES"
"FX-9370","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4.7 GHz","4.4 GHz","8 MB","8 MB","220W","384 KB","","32nm SOI","Yes","AM3+","","","","57°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD9370FHHKWOF","FD9370FHW8KHK","","AES"
"FX-8370E","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4.3 GHz","3.3 GHz","8 MB","8 MB","95W","384 KB","","32nm SOI","Yes","AM3+","","","","70.5°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD837EWMHKBOX","FD837EWMW8KHK","","AES"
"FX-8370 with Wraith cooler","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4.3 GHz","4 GHz","8 MB","8 MB","125W","384 KB","","32nm SOI","Yes","AM3+","Wraith cooler","","","61.1°C","","","","DDR3","2","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD8370FRHKHBX","","","AES , AVX , FMA4"
"FX-8370","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4.3 GHz","4 GHz","8 MB","8 MB","125W","384 KB","","32nm SOI","Yes","AM3+","","","","61.1°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD8370FRHKBOX","FD8370FRW8KHK","","AES"
"FX-8350 with Wraith cooler","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4.2 GHz","4 GHz","8 MB","8 MB","125W","384 KB","","32nm SOI","Yes","AM3+","Wraith cooler","","","61°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD8350FRHKHBX","","","AES"
"FX-8350","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4.2 GHz","4 GHz","8 MB","8 MB","125W","384 KB","","32nm SOI","Yes","AM3+","","","","61°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD8350FRHKBOX","FD8350FRW8KHK","","AES"
"FX-8320E","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4 GHz","3.2 GHz","8 MB","8 MB","95W","384 KB","","32nm SOI","Yes","AM3+","","","","70.5°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD832EWMHKBOX","FD832EWMW8KHK","","AES"
"FX-8320","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4 GHz","3.5 GHz","8 MB","8 MB","125W","384 KB","","32nm SOI","Yes","AM3+","","","","61.1°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD8320FRHKBOX","FD8320FRW8KHK","","AES"
"FX-8310","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4.3 GHz","3.4 GHz","8 MB","","95W","","","32nm","Yes","AM3+","","","","70.5°C","","","","Not Listed","","","Discrete Graphics Card Required","","","","FD8310WMHKSBX","FD8310WMW8KHK","","AES"
"FX-8300","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4.2 GHz","3.3 GHz","8 MB","8 MB","95W","384 KB","","32nm SOI","Yes","AM3+","","","","70.5°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD8300WMHKBOX","FD8300WMW8KHK","","AES"
"FX-8150","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4.2 GHz","3.6 GHz","8 MB","8 MB","125W","384 KB","","32nm","Yes","AM3+","","","","61°C","","","","DDR3","","","Discrete Graphics Card Required","","","","FD8150FRGUBOX","FD8150FRW8KGU","","AES"
"FX-8120","FX-Series","FX 8-Core Black Edition Processors","Desktops","8","8","Up to 4 GHz","3.1 GHz","8 MB","8 MB","125W","384 KB","","32nm","Yes","AM3+","","","","61°C","","","","Not Listed","","","Discrete Graphics Card Required","","","","FD8120FRGUBOX","FD8120FRW8KGU","","AES"
"FX-6350 with Wraith cooler","FX-Series","FX 6-Core Black Edition Processors","Desktops","6","6","Up to 4.2 GHz","3.9 GHz","6 MB","8 MB","125W","288 KB","","32nm SOI","Yes","AM3+","Wraith cooler","","","61°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD6350FRHKHBX","","","AES"
"FX-6350","FX-Series","FX 6-Core Black Edition Processors","Desktops","6","6","Up to 4.2 GHz","3.9 GHz","6 MB","8 MB","125W","288 KB","","32nm SOI","Yes","AM3+","","","","61°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD6350FRHKBOX","FD6350FRW6KHK","","AES"
"FX-6300","FX-Series","FX 6-Core Black Edition Processors","Desktops","6","6","Up to 3.8 GHz","3.5 GHz","6 MB","8 MB","95W","288 KB","","32nm SOI","No","AM3+","","","","70.5°C","","","PCIe® 3.0","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD6300WMHKBOX","FD6300WMW6KHK","","AES , AVX , FMA4"
"FX-6200","FX-Series","FX 6-Core Black Edition Processors","Desktops","6","6","Up to 4.1 GHz","3.8 GHz","6 MB","8 MB","125W","288 KB","","32nm SOI","Yes","AM3+","","","","61.1°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD6200FRGUBOX","FD6200FRW6KGU","","AES"
"FX 6100","FX-Series","FX 6-Core Black Edition Processors","Desktops","6","6","Up to 3.9 GHz","3.3 GHz","6 MB","8 MB","95W","288 KB","","32nm SOI","Yes","AM3+","","","","70°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD6100WMGUSBX","FD6100WMW6KGU","","AES"
"FX-4350","FX-Series","FX 4-Core Black Edition Processors","Desktops","4","4","Up to 4.3 GHz","4.2 GHz","4 MB","8 MB","125W","192 KB","","32nm SOI","Yes","AM3+","","","","61.1°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD4350FRHKBOX","FD4350FRW4KHK","","AES"
"FX-4320","FX-Series","FX 4-Core Black Edition Processors","Desktops","4","4","Up to 4.1 GHz","4 GHz","4 MB","4 MB","95W","192 KB","","32nm SOI","No","AM3+","","","","70.5°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD4320WMHKBOX","FD4320WMW4MHK","","AES , AVX , FMA4"
"FX-4300","FX-Series","FX 4-Core Black Edition Processors","Desktops","4","4","Up to 4 GHz","3.8 GHz","4 MB","4 MB","95W","192 KB","","32nm SOI","Yes","AM3+","","","","70.5°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD4300WMHKBOX","FD4300WMW4MHK","","AES"
"FX-4170","FX-Series","FX 4-Core Black Edition Processors","Desktops","4","4","Up to 4.3 GHz","4.2 GHz","4 MB","8 MB","125W","192 KB","","32nm","No","AM3+","","","","61.1°C","","","","Not Listed","","","Discrete Graphics Card Required","","","","FD4170FRGUSBOX","FD4170FRW4KGU","","AES"
"FX-4130","FX-Series","FX 4-Core Black Edition Processors","Desktops","4","4","Up to 3.9 GHz","3.8 GHz","4 MB","4 MB","125W","192 KB","","32nm SOI","Yes","AM3","","","","70°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD4130FRGUBOX","FD4130FRW4MGU","","AES"
"FX-4100","FX-Series","FX 4-Core Black Edition Processors","Desktops","4","4","Up to 3.8 GHz","3.6 GHz","4 MB","8 MB","95W","192 KB","","32nm SOI","Yes","AM3+","","","","70.5°C","","","","DDR3","","Up to 1866 MT/s","Discrete Graphics Card Required","","","","FD4100WMGUSBX","FD4100WMW4KGU","","AES"
"7th Gen FX™ 9830P APU","FX-Series","FX-Series Processors for Laptops","Laptops","4","","Up to 3.7 GHz","3 GHz","2 MB","","35W","","25-45W","28nm","No","FP4","","","","90°C","Q216","Windows 10 - 64-Bit Edition , RHEL x86 64-Bit , Ubuntu x86 64-Bit","","DDR4","2","Up to 2400 MT/s","AMD Radeon™ R7 Graphics","8","900 MHz","","","FM983PAEY44AB","","Virtualization , AMD FreeSync™ Technology , DirectX® 12 Technology , AES , AMD App Acceleration , Catalyst Software , AMD Enduro™ Technology , FMA4 , AMD Frame Rate Target Control , AMD Radeon™ Dual Graphics , AMD Secure Technology , Unified Video Decoder (UVD) , Video Code Engine (VCE) , The Vulkan® API , Switchable Graphics , AMD HD3D Technology , AMD Mantle API"
